ID,albanian,arab,belarusian,bulgarian,chinese,czech,english,estonian,finnish,french,german,greek,hungarian,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch
706,Reunion,Reunion,,,Liuniwang,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,Riyunion,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,Reunion,,Reunion,Reunión,Reunion,Reunion
707,Mauritiusi,Murishyus,,,Maoliqiusi,Mauricius,Mauritius,Mauritius,Mauritius,Maurice,Mauritius,Maurikios,Mauritius,Mauritius,Mōrishasu,Mauricija,Mauricijus,Mauritius,Mauritius,Mavrikij,Mauritius,Mauritius,,Mauricijus,Mauricio,Maurícia,Mauritius
708,Comoro Islands,Juzur kumuru,,,Kemoluoqundao,Komorské ostrovy,Comoro Islands,Comoro Islands,Komorien saaristo,Archipel des Comores,Archipel der Komoren,Comoro Islands,Comoro Islands,Comoro Islands,Komoro shotō,Komoru salas,Komorų salos,Komory,Insulele Comore,Komorskie ostrova,Komorerna,Komor Takımadaları,,Comoro Islands,Archipiélago de las Comoras,Arquipélago das Comores,Comoren
709,Sejshellet,Sishil,,,Saishe'er,Seychely,Seychelles,Seišellid,Seychellit,Seychelles,Seychellen,Seychelles,Seychelle-szigetek,Seychelles,Sēsheru,Seišelas,Seišeliai,Seszele,Seychelles,Sejshel'skie Ostrova,Seychellerna,Seyşeller,,Sejšeli,Seychelles,Seicheles,Seychellen
710,Diego Garsia,Diyghu gharsya,,,Digejiaxiyadao,Diego García,Diego Garcia,Diego Garcia,Diego Garcia,Diego Garcia,Diego Garcia,Ntiegko Gkarsia,Diego Garcia,Diego Garcia,Diegogarushiatō,Diego Garcia,Diego Garsija,Diego Garcia,Diego Garcia,Diego-Garsija,Diego Garcia,Diego Garcia,,Diego Garcia,Diego García,Diego Garcia,Diego Garcia
711,Ishulli i Krishtlindjeve,Jazirat krismas,,,Shengdandao,Vánoční ostrov,Christmas Island,Jõulusaar,Joulusaari,Île Christmas,Weihnachtsinsel,Nisos ton Christoygennon,Karácsony-sziget,Isola di Natale,Kurisumasu shima,Ziemsvētku Sala,Kalėdų sala,Wyspa Bożego Narodzenia,Insula Crăciunului,Ostrov Rozhdestva,Julön,Christmas Adası,,Božićni Otok,Isla de Navidad,Ilha Christmas,Kerstmiseiland
712,Cocos Islands,Juzur kukus,,,Jilinqundao,Kokosové ostrovy,Cocos Islands,Kookossaared,Kookossaaret,Îles Cocos,Kokosinseln,Nisia Kokos,Kókusz,Isole Cocos,Kokosushotō,Kokosu,Kokosų,Wyspy Kokosowe,Insulele Cocos,Kokosovye ostrova,Kokosöarna,Cocos Adaları,,Kokosovi otoci,Islas Cocos,Ilhas Cocos,Cocoseilanden
713,Kerguelen,Juzur kirghulin,,,Kaiergailangqundao,Kergueleny,Kerguelen,Kerguelen,Kerguelen,Îles Kerguelen,Kerguelen,Archipelagos Kergkelen,Kerguelen-szigetek,Isole Kerguelen,Kerugeren shotō,Kergelēna arhipelāgs,Kergelenas,Wyspy Kerguelena,Insulele Kerguelen,Kergelen,Kerguelen,Kerguelen Adaları,,Otočje Kerguelen,Kerguelen,Ilhas Kerguelen,Kerguelen
714,Heilungkiang,Hilunghijyangh,,,Heilongjiang,Chej-lung-ťiang,Heilungkiang,Heilongjiang,Heilongjiang,Heilongjiang,Heilongjiang,Cheilongktsiangk,Hejlungcsiang,Heilongjiang,Kokuryūkō-shō,Heilundzjana,Heilongdziangas,Heilongjiang,Heilongjiang,Hejluntszjan,Heilongjiang,Heilongjiang,,Heilongjiang,Heilongjiang,Heilongjiang,Heilongjiang
715,Liaoning,Liawningh,,,Liaoning,Liao-ning,Liaoning,Liaoning,Liaoning,Liaoning,Liaoning,Liaoning,Liaoning,Liaoning,Ryōnei-shō,Liaonina,Liaoningas,Liaoning,Liaoning,Ljaonin,Liaoning,Liaoning,,Liaoning,Liaoning,Liaoningue,Liaoning
716,Liaotung,Liaotung,,,Liaodong,Liao-tung,Liaotung,Liaotung,Liaotungin niemimaa,Péninsule du Liaodong,Liaodong,Liaotung,Liaotung,Penisola di Liaodong,Ryaoton shō hantō,Liaotung,Liaodongo pusiasalis,Liaotung,Liaotung,Ljaodunskij poluostrov,Liaodong,Liaotung Yarımadası,,Liaotung,Península de Liaodong,Península de Liautum,Liaodong
717,Sungkiang,Sungkiang,,,Songjiang,Sungkiang,Sungkiang,Sungkiang,Sungkiang,Sungkiang,Songjiang,Sungkiang,Sungkiang,Sungkiang,Matsue,Sungkiang,Sungkiang,Songjiang,Sungkiang,Suntszjan,Songjiang,Sungkiang,,Sungkiang,Sungkiang,Sungkiang,Sungkiang
718,Stanleyville,Stanleyville,,,Sitanliwe'er,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,Stanleyville,,Stanleyville,Stanleyville,Stanleyville,Stanleystad
719,Natal,Natal,,,Natal,Natal,Natal,Natal,Natal,Natal,Natal,Natal,Natal,Natal,Natāru,Natal,Natal,Natal,Natal,Natal,Natal,Natal,,Natal,Natal,Natal,Natal
720,South Georgia,Jazirat jurjia aljanubia,,,Nanzuozhiya,Jižní Georgie,South Georgia,Lõuna-Georgia,South Georgia,Géorgie du Sud,Südgeorgien,South Georgia,South Georgia,Georgia del Sud,Sausujōjia shima,Dienviddžordžija,Pietų Džordžija,Georgia Południowa,South Georgia,Juzhnaja Georgija,Sydgeorgien,Güney Georgia Adası,,Južna Georgia,Isla San Pedro,Geórgia do Sul,Zuid-Georgia
721,Portuguese Timor,Taymur alburtughalia,,,Pushudiwen,Portuguese Timor,Portuguese Timor,Portuguese Timor,Portugalin Timor,Timor portugais,Portugiesisch-Timor,Portuguese Timor,Portuguese Timor,Timor portoghese,Porutogaru-ryō timōru,Portuguese Timor,Portugalijos Timoras,Timor Portugalski,Portuguese Timor,Portugal'skij Timor,Portugisiska Timor,Portuguese Timor,,Portuguese Timor,Timor portugués,Timor Português,Portugees-Timor
722,Petsamo,Petsamo,,,Peichamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,Petsamo,,Petsamo,Petsamo,Petsamo,Petsamo
723,South Island,Aljazirat aljanubia,,,Nandao,Jižní ostrov,South Island,Lõunasaar,Eteläsaari,Île du Sud,Südinsel,Notio Nisi,Déli-sziget,Isola del Sud,Nantō,Dienvidsala,Pietų sala,Wyspa Południowa,Insula de Sud,Juzhnyj,Sydön,Güney Adası,,Južni otok,Isla Sur,Ilha Sul,Zuidereiland
724,Northern Malay,Northern Malay,,,Beimalei,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,Northern Malay,,Northern Malay,Northern Malay,Northern Malay,Noordelijk Malay
725,Naurua,Nawru,,,Nuolu,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Naoyroy,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,,Nauru,Nauru,Nauru,Nauru
726,Samoa,Samuu,,,Samoya,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Szamoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,,Samoa,Samoa,Samoa,Samoa
727,Line Islands,Juzur alkhati,,,Laienqundao,Liniové ostrovy,Line Islands,Line'i saared,Linesaaret,Îles de la Ligne,Line Islands,Nisia Grammis Isimerinoy,Line Islands,Sporadi Equatoriali,Rainshotō,Lainas salas,Linijinės salos,Line Islands,Insulele Line,Lajn,Line Islands,Line Adaları,,Ekvatorski otoci,Islas de la Línea,Espórades Equatoriais,Line-eilanden
728,Guangzhouwan,Guangzhouwan,,,Guangzhouwan,Kuang-čou-wan,Guangzhouwan,Guangzhouwan,Guangzhouwan,Kouang-Tchéou-Wan,Guangzhouwan,Guangzhouwan,Guangzhouwan,Kwangchowan,Chō-ko-wan no rentaru,Guangzhouwan,Guangzhouwan,Guangzhouwan,Guangzhouwan,Guanchzhouvan',Guangzhouwan,Guangzhouwan,,Guangzhouwan,Guangzhouwan,Guangzhouwan,Kwang-Chou-Wang
729,Makao,Makaw,,,Aomen,Macao,Macau,Macau,Macao,Macao,Macau,Makaoy,Makaó,Macao,Makao,Makao,Makao,Makau,Macao,Makao,Macao,Makao,,Makao,Macao,Macau,Macau
730,Shën Pierre dhe Miquelon,San biyr wamiklun,,,Shengpi'ai'er-mikelong,Saint Pierre a Miquelon,St Pierre and Miquelon,Saint-Pierre ja Miquelon,Saint-Pierre ja Miquelon,Saint-Pierre-et-Miquelon,Saint-Pierre und Miquelon,Sain-Pier kai Mikelon,Saint-Pierre és Miquelon,Saint-Pierre e Miquelon,Sanpiēru shima mikuron shima,Senpjēra un Mikelona,Sen Pjeras ir Mikelonas,Saint-Pierre i Miquelon,Saint Pierre şi Miquelon,Sen-P'er i Mikelon,Saint-Pierre och Miquelon,Saint Pierre ve Miquelon,,Sveti Petar i Mikelon,San Pedro y Miquelón,São Pedro e Miquelão,Sint-Pieter en Miquelon
731,Maqedonia Qendrore,Maqdunia alwustaa,,,Zhongmaqidun,Střední Makedonie,Central Macedonia,Kesk-Makedoonia piirkond,Keski-Makedonia,Macédoine-Centrale,Zentralmakedonien,Perifereia Kentrikis Makedonias,Közép-Makedónia,Macedonia Centrale,Chūō makedonia,Centrālās Maķedonijas perifērija,Centrinės Makedonijos periferija,Region Macedonia Środkowa,Macedonia Centrală,Tsentral'naja Makedonija,Mellersta Makedonien,Orta Makedonya,,Periferija Središnja Makedonija,Periferia de Macedonia Central,Macedônia Central,Centraal-Macedonië
732,Pamir,Pamir,,,Pami'er,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,Pamīru,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,Pamir,,Pamir,Pamir,Pamir,Pamir
733,Andaman,Andaman,,,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,Andaman,,Andaman,Andaman,Andaman,Andaman
734,Nendo,Nendo,,,Endedao,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,Nendo,,Nendo,Nendo,Nendo,Nendo
735,Savoy,Mintaqat safwa,,,Safuyi,Savojsko,Savoy,Savoia,Savoiji,Savoie,Savoyen,Savoia,Savoy,Savoia,Savuowa,Savoy,Savoja,Sabaudia,Savoia,Savojja,Savojen,Savoy,,Savoja,Saboya,Saboia,Savoye
736,Istria,Iistirya,,,Yisitelabandao,Istrie,Istria,Istria,Istria,Istrie,Istrien,Ίstria,Isztriai-félsziget,Istria,Isutoria hantō,Istras pussala,Istrija,Istria,Peninsula Istria,Istrija,Istrien,İstirya,,Istra,Istria,Ístria,Istrië
737,Bismarck,Bismark,,,Bisimai,Bismarck,Bismarck,Bismarck,Bismarck,Bismarck,Bismarck,Vismark,Bismarck,Bismarck,Bisumaruku,Bismarck,Bismarkas,Bismarck,Bismarck,Bismark,Bismarck,Bismarck,,Bismarck,Bismarck,Bismarck,Bismarck
738,Aru Islands,Tayd,,,Aluqundao,Aru Islands,Aru Islands,Aru saared,Arusaaret,Îles Aru,Aru-Inseln,Aru Islands,Aru Islands,Isole Aru,Arū shotō,Aru Islands,Aru Islands,Wyspy Aru,Aru Islands,Aru,Kabupaten Kepulauan Aru,Aru Islands,,Aru Islands,Islas Aru,Ilhas Aru,Aru-eilanden
739,Haida Gwaii,Haida Gwaii,,,Haidaguayi,Haida Gwaii,Haida Gwaii,Haida Gwaii,Kuningatar Charlotten saaret,Haïda Gwaïi,Haida Gwaii,Haida Gwaii,Haida Gwaii,Haida Gwaii,Haida guwai,Haida Gvai,Haida Gvai,Wyspy Królowej Charlotty,Haida Gwaii,Hajda-Guaj,Haida Gwaii,Haida Gwaii,,Haida Gwaii,Haida Gwaii,Haida Gwaii,Haida Gwaii
740,Vancouver Island,Jazirat fankufar,,,Wengehuadao,Vancouver,Vancouver Island,Vancouveri saar,Vancouverinsaari,Île de Vancouver,Vancouver Insel  ,Nisos Vankoyver,Vancouver-sziget,Isola di Vancouver,Bankūbā shima,Vankūvera,Vankuverio sala,Vancouver,Insula Vancouver,Vankuver,Vancouver Island,Vancouver Adası,,Vancouver,Isla de Vancouver,Ilha Vancouver,Vancouvereiland
741,Kamboxhia,Kambudya,,,Jianpuzhai,Kambodža,Cambodia,Kambodža,Kambodža,Cambodge,Kambodscha,Kabotzi,Kambodzsa,Cambogia,Kanbojia,Kambodža,Kambodža,Kambodża,Cambodgia,Kambodzha,Kambodja,Kamboçya,,Kambodža,Camboya,Camboja,Cambodja
742,Dushanbe,Aliathnayn,,,Dushangbie,Dušanbe,Stalinabad,Dušanbe,Dušanbe,Douchanbé,Duschanbe,Ntoysabe,Dusanbe,Dušanbe,Doushanbe,Dušanbe,Dušanbė,Duszanbe,Duşanbe,Dushanbe,Dusjanbe,Duşanbe,,Dušanbe,Dusambé,Duxambé,Doesjanbe
743,Qingdao,Tshinghdaw,,,Qingdaoshi,Čching-tao,Qingdao,Qingdao Shi,Qingdao,Qingdao,Qingdao,Tsingktao,Csingtao,Tsingtao,Chintao shiti,Cjindao,Čingdao,Qingdao,Qingdao,Tsindao,Qingdao,Qingdao,,Qingdao,Qingdao,Qingdao,Tsingtao
744,Sian,Shyan,,,Xianshi,Si-an,Xian,Xi'an Shi,Xi’an,Xi'an,Xi’an,Sian,Hszian,Xi'an,Shīan-shi,Sjiaņa,Sianas,Xi’an,Xi'an,Sian',Xi'an,Xi'an,,Xi'an,Xi'an,Xiam,Xi'an
745,Dalian,Dalyan,,,Dalianshi,Ta-lien,Dalian,Dalian,Dalian,Dalian,Dalian,Ntalian,Talien,Dalian,Dairen,Daliaņa,Dalianas,Dalian,Dalian,Daljan',Dalian,Dalian,,Dalian,Dalian,Dalian,Dalian
746,Ordos,Uwrdus,,,E'erduosi,Ordos,Ordos,Ordos,Ordos,Ordos,Ordos,Ordos,Ordosz,Ordos,Orudosu,Ordos,Ordos,Ordos,Ordos,Ordos,Ordos,Ordos,,Ordos,Ordos,Ordos,Ordos
747,Dali,Dali,,,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dari,Dali,Dali,Dali,Dali,Dali,Dali,Dali,,Dali,Dali,Dali,Dali
748,Zunyi,Zuni,,,Zunyishi,Cun-i,Zunyi,Zunyi,Zunyi,Zunyi,Zunyi,Zunyi,Zunyi,Zunyi,Zunyi shiti,Zunyi,Dzuni,Zunyi,Zunyi,Tszun'i,Zunyi,Zunyi,,Zunyi,Zunyi,Zunyi,Zunyi
749,Huangshan,Jabal hwanghshan,,,Huangshan,Žluté hory,Huangshan,Huangshan,Huangshan,Monts Huang,Huang Shan,Όros Choyangk,Huang-san,Huangshan,Kōsan,Huangshan,Huan Šanas,Huang Shan,Huangshan,Huanshan',Huangshan,Huangshan,,Huang Shan,Montes Huang,Montanhas Huangshan,Huangshan
750,Changde,Tshanghdah,,,Changde,Čchang-te,Changde,Changde,Changde,Changde,Changde,Changde,Changde,Changde,Jōtokushi,Changde,Čangdė,Changde,Changde,Chande,Changde,Changde,,Changde,Changde,Changde,Changde
751,Liangshan,Liangshan,,,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Usotsuki,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,,Liangshan,Liangshan,Liangshan,Liangshan
752,Ganzi,Ganzi,,,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Gan word.,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,Ganzi,,Ganzi,Ganzi,Ganzi,Ganzi
753,Gannan,Gannan,,,Gannan,Gannan,Gannan,Gannan,Gannan,Gannan,Gannan,Gannan,Gannan,Gannan,Gan'nan,Gannan,Gannan,Gannan,Gannan,Gan'nan',Gannan,Gannan,,Gannan,Gannan,Gannan,Gannan
754,Golog,Golog,,,Guoluo,Golog,Golog,Golog,Golog,Golog,Golog,Golog,Golog,Golog,Goroku chibetto zokujichishū,Golog,Golog,Golog,Golog,Golog-Tibetskij avtonomnyj okrug,Golog,Golog Tibet Özerk İli,,Golog,Prefectura autónoma tibetana de Golog,Golog,Golog
755,Haixi,Haixi,,,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,Haixi,,Haixi,Haixi,Haixi,Haixi
756,Jiuquan,Jiughwan,,,Jiuquan,Ťiou-čchüan,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Jiuquan shiti,Jiuquan,Jiuquan,Jiuquan,Jiuquan,Tszjutsjuan',Jiuquan,Jiuquan,,Jiuquan,Jiuquan,Jiuquan,Jiuquan
757,Shigatse,Shighatsi,,,Rikaze,Žikace,Shigatse,Shigatse,Xigazê,Ville-préfecture de Shigatsé,Xigazê,Shigatse,Sigace,Prefettura di Shigatse,Shigatsue-shi,Shigatse,Šigadzės prefektūra,Xigazê,Shigatse,Shigadze,Shigatse,Xigazê,,Shigatse,Shigatse,Shigatse,Shigatse
758,Ngari,Ngari,,,Ali,Ngari,Ngari,Ngari,Ngarin prefektuuri,Préfecture de Ngari,Ngari,Ngari,Ngari,Prefettura di Ngari,Gari chiku,Ngari,Ngari prefektūra,Ngari,Ngari,Ngari,Ngari,Ngari,,Ngari,Ngari,Ngari,Ngari
759,Kunlun Shan,Jibal kunlun,,,Kunlunshan,Kchun-lun-šan,Kunlun Shan,Kunlun,Kunlun,Cordillère du Kunlun,Kunlun,Koynloyn,Kunlun,Kunlun,Kunrunsanmyaku,Kuņluņs,Kunlunas,Kunlun,Munții Kunlun,Kun'lun',Kunlun,Kunlun Dağları,,Kunlun,Kunlun,Cunlum,Kunlun
760,Dabancheng,Dabancheng,,,Dabancheng,Dabancheng,Dabancheng,Dabancheng,Dabancheng,District de Dabancheng,Dabancheng,Dabancheng,Dabancheng,Distretto di Dabancheng,Dabanshiti,Dabancheng,Dabancheng,Dabancheng,Dabancheng,Daban'chen,Dabancheng,Tapançeng Bucağı,,Dabancheng,Dabancheng,Dabancheng,Dabancheng
761,Hulunbuir,Hulunbuyr,,,Hulunbei'er,Chölönbujr,Hulunbuir,Hulunbuir,Hulunbuir,Hulunbuir,Hulun Buir,Hulunbuir,Hulunbuir,Hulunbuir,Furunboirushi,Hulunbuir,Hulunbuir,Hulun Buir,Hulunbuir,Hulun-Buir,Hulunbuir,Hulunbuir,,Hulunbuir,Hulun Buir,Hulunbuir,Hulunbuir
762,Katovica,Katufitsah,,,Qiatuoweizi,Katovice,Katowice,Katowice,Katowice,Katowice,Kattowitz,Katovitse,Katowice,Katowice,Katovuitsue,Katovice,Katovicai,Katowice,Katowice,Katovitse,Katowice,Katowice,,Katowice,Katowice,Katowice,Katowice
763,Königsberg,Kunighisbirgh,Karalyavec,,Kenisibao,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg,Kēnihisuberuku,Königsberg,Karaliaučiaus istorija,Königsberg,Königsber,Kenigsberg,Königsberg,Königsberg,,Königsberg,Königsberg,Königsberg,Koningsbergen
764,West Banat,West Banat,,,West banat,West Banat,West Banat,West Banat,West Banat,West Banat,Westbanat,West Banat,West Banat,Banato Occidentale,West Banat,West Banat,West Banat,West Banat,West Banat,West Banat,West Banat,West Banat,,West Banat,West Banat,West Banat,West Banaat
765,Katari,Qatar,,,Qiata'er,Katar,Qatar,Katar,Qatar,Qatar,Katar,Katar,Katar,Qatar,Katāru,Katara,Kataras,Katar,Qatar,Katar,Qatar,Katar,,Katar,Catar,Catar,Qatar
766,Southern Bessarabia,Southern Bessarabia,,,Nanbisalabiya,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Sudbessarabien,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Kam,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Cahu,Juzhnaja Bessarabija,Southern Bessarabia,Southern Bessarabia,,Southern Bessarabia,Southern Bessarabia,Southern Bessarabia,Zuidelijk Bessarabië
767,North Darfur,Wilayat shamal darfur,,,Beida'erfuerzhou,North Darfur,North Darfur,North Darfur,Pohjois-Darfur,Darfour du Nord,Nord-Darfur,North Darfur,North Darfur,Darfur Settentrionale,Kita darufūru shū,North Darfur,Šiaurės Darfūras,Darfur Północny,Statul Darfur de Nord,Severnyj Darfur,Shamal Darfur,Kuzey Darfur Eyaleti,,North Darfur,Estado de Darfur del Norte,Darfur do Norte,Noord-Darfoer
768,Ruanda,Ruanda,,,Luwangda,Rwanda,Rwanda,Rwanda,Ruanda,Rwanda,Ruanda,Royanta,Ruanda,Ruanda,Ruwanda,Ruanda,Ruanda,Rwanda,Rwanda,Ruanda,Rwanda,Ruanda,,Ruanda,Ruanda,Ruanda,Rwanda
769,Burundi,Burundi,,,Pulongdi,Burundi,Burundi,Burundi,Burundi,Burundi,Burundi,Boyroynti,Burundi,Burundi,Burunji,Burundija,Burundis,Burundi,Burundi,Burundi,Burundi,Burundi,,Burundi,Burundi,Burundi,Boeroendi
770,Malavi,Malawy,,,Malawei,Malawi,Malawi,Malawi,Malawi,Malawi,Malawi,Malaoyi,Malawi,Malawi,Maraui,Malāvija,Malavis,Malawi,Malawi,Malavi,Malawi,Malavi,,Malavi,Malaui,Malawi,Malawi
771,Zambia,Zambia,,,Zanbiya,Zambie,Zambia,Sambia,Sambia,Zambie,Sambia,Zabia,Zambia,Zambia,Zanbia,Zambija,Zambija,Zambia,Zambia,Zambija,Zambia,Zambiya,,Zambija,Zambia,Zâmbia,Zambia
772,Middle Congo,Alkunghu alfaransia,,,Fashugangguo,Francouzské Kongo,Middle Congo,Middle Congo,Ranskan Kongo,Congo français,Mittlerer Kongo ,Middle Congo,Francia Kongó,Middle Congo,Furansu-ryō kongo,Middle Congo,Middle Congo,Kongo Francuskie,Congo Francez,Frantsuzskoe Kongo,Franska Kongo,Fransız Kongosu,,Middle Congo,Congo francés,Congo Francês,Frans-Congo
773,Kameruni,Alkamirun,,,Kamailong,Kamerun,Cameroon,Kamerun,Kamerun,Cameroun,Kamerun,Kameroyn,Kamerun,Camerun,Kamerūn,Kamerūna,Kamerūnas,Kamerun,Camerun,Kamerun,Kamerun,Kamerun,,Kamerun,Camerún,Camarões,Kameroen
774,Çadi,Tshad,,,Zhade,Čad,Chad,Tšaad,Tšad,Tchad,Tschad,Tsant,Csád,Ciad,Chado,Čada,Čadas,Czad,Ciad,Chad,Tchad,Çad,,Čad,Chad,Chade,Tsjaad
775,B.E.T.,B.E.T.,,,Bo-er-ti diqu,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,Bet,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,B.E.T.,,B.E.T.,Bet,B.E.T.,Bet
776,Dahomey,Mamlakat dahumi,,,Dahemei,Dahomey,Dahomey,Dahomee,Dahomeyn kuningaskunta,Royaume du Dahomey,Dahomey,Dahomey,Dahomey,Regno di Dahomey,Dahome ōkoku,Dahomey,Dahomėjos karalystė,Dahomej,Dahomey,Dagomeja,Dahomey,Dahomey Krallığı,,Dahomey,Reino de Dahomey,Reino do Daomé,Koninkrijk Dahomey
777,Togo,Tughu,,,Duoge,Togo,Togo,Togo,Togo,Togo,Togo,Togko,Togo,Togo,Tōgo,Togo,Togas,Togo,Togo,Togo,Togo,Togo,,Togo,Togo,Togo,Togo
778,Upper Volta,Upper Volta,,,Shangwe'erte,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Upper Volta,Aukštutinė Volta,Upper Volta,Upper Volta,Verhnjaja Vol'ta,Övre Volta,Upper Volta,,Upper Volta,Upper Volta,Upper Volta,Opper-Volta
779,Bregu i Fildishtë,Sahil aleaj,,,Ketediwa,Pobřeží slonoviny,Ivory Coast,Elevandiluurannik,Norsunluurannikko,Côte d'Ivoire,Elfenbeinküste,Akti Elefantostoy,Elefántcsontpart,Costa d'Avorio,Kōtojibowāru,Kotdivuāra,Dramblio Kaulo Krantas,Wybrzeże Kości Słoniowej,Coasta de Fildeş,Kot-d’Ivuar,Elfenbenskusten,Fildişi Sahili,,Obala Bjelokosti,Costa de Marfil,Costa do Marfim,Ivoorkust
780,Guinea,Ghinia,,,Jineiya,Guinea,Guinea,Guinea,Guinea,Guinée,Guinea,Goyinea,Guinea,Guinea,Ginia,Gvineja,Gvinėja,Gwinea,Guineea,Gvineja,Guinea,Gine,,Gvineja,Guinea,Guiné,Guinee
781,Nigeri,Alnayjar,,,Nirier,Niger,Niger,Niger,Niger,Niger,Niger,Nigiras,Niger,Niger,Nijēru,Nigēra,Nigeris,Niger,Niger,Niger,Niger,Nijer,,Niger,Níger,Níger,Niger
782,Tombouctou,Tombouctou,,,Tongbutu,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Tombouctou,,Tombouctou,Tombouctou,Tombouctou,Timboektoe
783,Sidi Ifni,Sayidi iifni,,,Xidiyifuni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni,Ivni,Sidi Ifni,Sidi Ifnis,Sidi Ifni,Sidi Ifni,Sidi-Ifni,Sidi Ifni,Sidi İfni,,Sidi Ifni,Sidi Ifni,Sidi Ifni,Sidi Ifni
784,Vilnius,Fylnyus,,,Weierniusi,Vilnius,Wilno,Vilnius,Vilna,Vilnius,Wilna,Vilnioys,Vilnius,Vilnius,Vuirinyusu,Viļņa,Vilnius,Wilno,Vilnius,Vil'njus,Vilnius,Vilnius,,Vilnius,Vilna,Vilnius,Vilnius
785,Pikardia,Bikardi,,,Piqiadi,Pikardie,Picardy,Picardie,Picardie,Picardie,Amiäng,Pikardia,Pikárdia,Piccardia,Pikarudi ,Pikardija,Pikardija,Pikardia,Picardia,Pikardija,Picardie,Picardie,,Pikardija,Picardía,Picardia,Picardië
786,Mauritanian Desert,Mauritanian Desert,,,Maolitaniyashamo,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,,Mauritanian Desert,Mauritanian Desert,Mauritanian Desert,Mauritaanse Woestijn
